date,username,text,label,clean_textdisplay,label_predicted,confidence,review_status,review_notes,reviewer_name,review_date,additional_info_1,additional_info_2,additional_info_3,additional_info_4,additional_info_5,,,,,,,,,,,,
2025-10-28 09:05:09+00:00,@martincebol730,"akhirnya ttp beli ev, sebenernya pengen bgt hybrid, tapi masalahnya sekarang bensin ngantri, belum tentu ada di pom, pom bagus ditutup, sama yang paling ultimate sih pajak tahunan. kalo hybrid pajak tahunannya 2x pajak ev sih for sure ambil hybrid",0,akhirnya ttp beli electric vehicle sebenernya pengen bgt mobil hybrid tapi masalahnya sekarang bensin ngantri belum tentu ada di pom pom bagus ditutup sama yang paling ultimate sih pajak kendaraan bermotor kalo mobil hybrid pajak tahunannya x pajak electric vehicle sih for sure ambil mobil hybrid,Negatif,0.91,ok,,,,,,,,,,,,
2025-12-17 15:49:02+00:00,@mataramhobi,"Aki mobil 1 aja mahal,gmna ganti aki sebanyak yg di pake mobil listrik ,hampir sama harga mobilnya ,,untung blm jadi beli mobil listrik",1,aki mobil mobil aja mahalgmna ganti aki mobil sebanyak yg di pake mobil listrik hampir sama harga mobilnya untung blm jadi beli mobil listrik,Negatif,0.96,ok,,,,,,,,,,,,
2025-10-30 01:41:08+00:00,@dbamastore9428,Aku kalo motor listrik sih ok. karena aku sudah pakai selama 3 tahun.<br>tapi kalo mobil masih belum bisa terima. Terlepas masalah kelestarian alam.<br>Karena roda 4 masih terlalu kompleks kalo harus dilistrikkan.<br>Harusnya pemerintah fokus 100% ke roda 2 listrik.,0,aku kalo motor listrik sih ok karena aku sudah pakai selama tahunbrtapi kalo mobil masih belum bisa terima terlepas masalah kelestarian alambrkarena roda masih terlalu kompleks kalo harus dilistrikkanbrharusnya pemerintah fokus ke roda listrik,Negatif,0.92,ok,,,,,,,,,,,,
2025-11-01 23:47:46+00:00,@SuperAndri01,"Aku team bensin , hybri , paling lope lope sama hidrogen<br><br>Jujur mobil listrik sumber polutan paling gede <br>Sisa batrenya itu loh..<br>Belum tambang bahan batre ..<br>Berhektar hektar cuma dapet dikit litium ...<br>Ngecas lama..",0,aku team bensin hybri paling lope lope sama hidrogenbrbrjujur mobil listrik sumber polutan paling gede brsisa baterai itu lohbrbelum tambang bahan baterai brberhektar hektar cuma dapet dikit litium brngecas lama,Negatif,0.98,ok,,,,,,,,,,,,
2025-11-01 07:50:41+00:00,@m.ahsanitaqwim7530,Anti mobil listrik klo aku mh,0,anti mobil listrik klo aku mh,Negatif,0.98,ok,,,,,,,,,,,,
2025-11-11 09:17:48+00:00,@mazbee3274,​​@TUHANbukanorangARABkenapa bahas sejarah?<br>Kalo vedio diatas di bayar mafia minyak itu cuma tuduhan kau aja.<br>Sedangkan di video membahas cara buat mobil listrik itu lebih merusak lingkungan sedangkan mobil bbm juga sama punya imbas ke lingkungan dan mereka bilang untuk yg lebih ramah ya hidrogen circle dari awal jelas.<br>Kenapa kamu gak menyanggah itu?,0,bahas sejarahbrkalo vedio diatas di bayar mafia minyak itu cuma tuduhan kau ajabrsedangkan di video membahas cara buat mobil listrik itu lebih merusak lingkungan sedangkan mobil bahan bakar minyak juga sama punya imbas ke lingkungan dan mereka bilang untuk yg lebih ramah ya hidrogen circle dari awal jelasbrkenapa kamu gak menyanggah itu,Negatif,0.92,ok,,,,,,,,,,,,
2025-10-25 17:23:22+00:00,@ojekonline8105,"Benar jg sih pom bensin yg udh bnyk dimana2 masih antri panjang di jam2 sibuk, kalo ngantri ngecas mobil listrik gk kebayang untuk saat ini...",5,benar jg sih pom bensin yg udh bnyk dimana masih antri panjang di jam sibuk kalo ngantri charging mobil listrik gk kebayang untuk saat ini,Negatif,0.93,ok,,,,,,,,,,,,
2025-10-30 15:42:06+00:00,@ikhsanikhsan7712,"Berarti benar apa yang pernah BossDarling bilang tentang mobil listrik dan baru sekarang banyak yang percaya bahwa mobil listrik tidak ramah lingkungan, 😂😂😂<br>Terus dulu pada kemana kok baru sekarang sadar 😂😂😂",0,berarti benar apa yang pernah bossdarling bilang tentang mobil listrik dan baru sekarang banyak yang percaya bahwa mobil listrik tidak ramah lingkungan brterus dulu pada kemana kok baru sekarang sadar,Negatif,0.92,ok,,,,,,,,,,,,
2025-10-29 00:43:40+00:00,@aiueo-u3w,"biaya perbaikan mobil EV masih lebih gak ngotak daripada mobil bensin<br>dan engine mobil EV kalo mau swap ke mobil yg lain jelas tidak bisa<br><br>kalo mobil bensin dan sejenisnya, kalau swap mesin ke mobil yg lain atau modif, masih bisa di otak atik secara aman",0,biaya perbaikan mobil electric vehicle masih lebih gak ngotak daripada mobil bensin mesin mobil electric vehicle kalo mau swap ke mobil yg lain jelas tidak bisabrbrkalo mobil bensin dan sejenisnya kalau swap mesin ke mobil yg lain atau modifikasi masih bisa di otak atik secara aman,Negatif,0.98,ok,,,,,,,,,,,,
2025-10-27 16:06:28+00:00,@yohannugraha325,bicara mobil listrik vs internal combustion. jujur lebih prefer internal combustion karena mesin nya masih bisa di daur ulang dan di casting lagi jadi mesin lagi atau benda lain lah klo batre gabisa di recycle,11,bicara mobil listrik vs internal combustion jujur lebih prefer internal combustion karena mesin nya masih bisa di daur ulang dan di casting lagi jadi mesin lagi atau benda lain lah klo baterai gabisa di recycle,Negatif,0.95,ok,,,,,,,,,,,,
